sale_date,product_name,brand,series,cpu,gpu,ram,quantity,buying_price,unit_price,unit_profit,tva_percentage,unit_price_with_tva,total_amount,total_cost,total_profit,profit_margin,date,year,month,week,day_of_week,hour
2024-03-13 21:22:00,"Lenovo LOQ 15IAX9 15.6"" FHD IPS | i5-12450HX | RTX 2050 | 8GB Ram | 512GB NVMe | Windows 11 Home",Lenovo,LOQ,Intel core I5-12450HX,RTX 2050,8 GB,4,1640.186774380867,2169.0,528.8132256191329,8.795585311974417,2359.776245416725,9439.1049816669,6560.747097523468,2115.2529024765317,32.2410370501096,2024-03-13,2024,3,11,Wednesday,21
2024-03-13 21:13:00,MSI CYBORG 15 A13V 15'' FHD | I7-13620H | RTX 4050 6G | 8GB RAM | 512GB NVME,MSI,CYBORG,Intel core i7-13620H,RTX 4050,8 GB,4,2373.5848120536634,3330.0,956.4151879463366,5.456592191001432,3511.7045199603476,14046.81807984139,9494.339248214654,3825.6607517853463,40.294123179817234,2024-03-13,2024,3,11,Wednesday,21
2024-03-13 12:37:00,MSI THIN 15 B13UCX FHD | INTEL CORE I5-13420H | RTX 2050 | 16 GB | 512 SSD + Sac A dos,MSI,THIN,Intel core I5-13420H,RTX 2050,16 GB,5,1351.525257978971,2129.0,777.474742021029,9.556428757689245,2332.4563682512044,11662.281841256023,6757.626289894855,3887.3737101051447,57.525727871607856,2024-03-13,2024,3,11,Wednesday,12
2024-03-13 21:53:00,"ASUS V16 V3607VU-RP246 | 16"" FHD 144Hz | Intel 7 240H | RTX 4050 | 8 GB | 512 GB SSD |",ASUS,V16,Intel Ultra core 7 240H,RTX 4050,8 GB,1,2304.1537527092387,3099.0,794.8462472907613,3.3290198344001523,3202.1663246680605,3202.1663246680605,2304.1537527092387,794.8462472907613,34.49623300338252,2024-03-13,2024,3,11,Wednesday,21
2024-03-13 11:01:00,"Lenovo LOQ 15IRX10 15.6"" FHD IPS | Intel Core i5-13450HX | RTX 5050 | 24GB | 512GB NVMe",Lenovo,LOQ,Intel core I5-13450HX,RTX 5050,24 GB,1,2545.279301749074,3325.0,779.720698250926,3.8053996848046987,3451.529539519756,3451.529539519756,2545.279301749074,779.720698250926,30.633993594145636,2024-03-13,2024,3,11,Wednesday,11
2024-03-13 18:24:00,MSI CYBORG 15 A13VE FHD | i5-13420H | RTX 4050 | 32GB RAM | SSD 512 GB,MSI,CYBORG,Intel core I5-13420H,RTX 4050,32 GB,1,2400.781976246307,3250.0,849.2180237536932,7.158097238609412,3482.638160254806,3482.638160254806,2400.781976246307,849.2180237536932,35.37255911432118,2024-03-13,2024,3,11,Wednesday,18
2024-03-14 17:02:00,"ASUS V16 V3607VU-RP246 | 16"" FHD 144Hz | Intel 7 240H | RTX 4050 | 8 GB | 512 GB SSD |",ASUS,V16,Intel Ultra core 7 240H,RTX 4050,8 GB,3,2304.1537527092387,3099.0,794.8462472907613,3.3290198344001523,3202.1663246680605,9606.498974004182,6912.461258127716,2384.538741872284,34.49623300338252,2024-03-14,2024,3,11,Thursday,17
2024-03-14 20:09:00,ASUS V16 V3607VJ-RP086 | Intel 5-210H | RTX 3050 | 8 GB | 512 GB SSD,ASUS,V16,Intel Ultra core 5 210H,RTX 3050,8 GB,2,1674.9490995971757,2379.0,704.0509004028243,2.9110519961044856,2448.253926987326,4896.507853974652,3349.8981991943515,1408.1018008056485,42.034166923170865,2024-03-14,2024,3,11,Thursday,20
2024-03-14 08:04:00,"Lenovo LOQ 15IAX9 15.6"" FHD IPS | i5-12450HX | RTX 2050 | 24GB Ram | 512GB NVMe | Windows 11 Home",Lenovo,LOQ,Intel core I5-12450HX,RTX 2050,24 GB,1,1831.1405514242167,2335.0,503.8594485757833,9.72918866945795,2562.176555431843,2562.176555431843,1831.1405514242167,503.8594485757833,27.51615369906442,2024-03-14,2024,3,11,Thursday,8
2024-03-14 19:00:00,Msi Thin 15 B13UCX FHD | Intel Core i7-13620H | RTX 2050 | 24 GB | 512 SSD,MSI,Thin,Intel core i7-13620H,RTX 2050,24 GB,3,1869.9464311032773,2499.0,629.0535688967227,3.6210622617823773,2589.4903459219418,7768.471037765825,5609.839293309832,1887.1607066901681,33.6401919559577,2024-03-14,2024,3,11,Thursday,19
2024-03-14 16:42:00,Msi Thin 15 B13UCX FHD | Intel Core i7-13620H | RTX 2050 | 24 GB | 512 SSD,MSI,Thin,Intel core i7-13620H,RTX 2050,24 GB,4,1869.9464311032773,2499.0,629.0535688967227,3.6210622617823773,2589.4903459219418,10357.961383687767,7479.785724413109,2516.214275586891,33.6401919559577,2024-03-14,2024,3,11,Thursday,16
2024-03-15 16:36:00,ASUS V16 V3607VJ-RP086 | Intel 5-210H | RTX 3050 | 8 GB | 512 GB SSD,ASUS,V16,Intel Ultra core 5 210H,RTX 3050,8 GB,2,1674.9490995971757,2379.0,704.0509004028243,2.9110519961044856,2448.253926987326,4896.507853974652,3349.8981991943515,1408.1018008056485,42.034166923170865,2024-03-15,2024,3,11,Friday,16
2024-03-15 20:00:00,Msi Thin 15 B13UCX FHD | Intel Core i7-13620H | RTX 2050 | 24 GB | 512 SSD,MSI,Thin,Intel core i7-13620H,RTX 2050,24 GB,2,1869.9464311032773,2499.0,629.0535688967227,3.6210622617823773,2589.4903459219418,5178.9806918438835,3739.8928622065546,1258.1071377934454,33.6401919559577,2024-03-15,2024,3,11,Friday,20
2024-03-15 12:58:00,ASUS TUF F17 TUF707ZC4-HX112W | Intel i5-12500H | RTX 3050 | 8 GB | 512 GB SSD,ASUS,TUF,Intel core I5-12500H,RTX 3050,8 GB,5,2166.765273347905,2799.0,632.2347266520951,9.690688297671034,3070.2423654518125,15351.211827259063,10833.826366739524,3161.1736332604755,29.17873636008661,2024-03-15,2024,3,11,Friday,12
2024-03-15 08:50:00,Pc portable HP Victus 15-fa1007nk | i5-13420H | 16GB RAM | RTX 2050 | 512 GB NVMe,HP,Victus,Intel core I5-13420H,RTX 2050,16 GB,1,1634.872786348441,2195.0,560.127213651559,2.4041677639819286,2247.7714824194036,2247.7714824194036,1634.872786348441,560.127213651559,34.26121092287721,2024-03-15,2024,3,11,Friday,8
2024-03-15 17:19:00,ASUS V16 V3607VJ-RP086 | Intel 5-210H | RTX 3050 | 8 GB | 512 GB SSD,ASUS,V16,Intel Ultra core 5 210H,RTX 3050,8 GB,4,1674.9490995971757,2379.0,704.0509004028243,2.9110519961044856,2448.253926987326,9793.015707949304,6699.796398388703,2816.203601611297,42.034166923170865,2024-03-15,2024,3,11,Friday,17
2024-03-15 18:33:00,"MSI Thin 15 B13UDX-3257XFR | FHD 15.6"" IPS | Intel i7-13620H | RTX 3050 | 8GB Ram | 512 GB NVMe",MSI,Thin,Intel core i7-13620H,RTX 3050,8 GB,3,2102.76146988908,2799.0,696.2385301109198,4.297256589643226,2919.2802119441135,8757.840635832341,6308.284409667241,2088.7155903327593,33.110675655838705,2024-03-15,2024,3,11,Friday,18
2024-03-15 20:56:00,"ASUS V16 V3607VU-RP196W | 16"" WUXGA, 144H | Intel Core 5 210H | RTX 4050 | 16GB Ram | 512GB",ASUS,V16,Intel Ultra core 5 210H,RTX 4050,512 GB,2,2139.7014228569014,2895.0,755.2985771430986,5.104629857953324,3042.7790343877487,6085.558068775497,4279.402845713803,1510.597154286197,35.29925105787114,2024-03-15,2024,3,11,Friday,20
2024-03-15 09:22:00,MSI CYBORG 15 A13VE FHD | i5-13420H | RTX 4050 | 32GB RAM | SSD 512 GB,MSI,CYBORG,Intel core I5-13420H,RTX 4050,32 GB,3,2400.781976246307,3250.0,849.2180237536932,7.158097238609412,3482.638160254806,10447.914480764417,7202.3459287389205,2547.6540712610795,35.37255911432118,2024-03-15,2024,3,11,Friday,9
2024-03-16 09:41:00,"ASUS V16 V3607VU-RP246 | 16"" FHD 144Hz | Intel 7 240H | RTX 4050 | 8 GB | 512 GB SSD |",ASUS,V16,Intel Ultra core 7 240H,RTX 4050,8 GB,4,2304.1537527092387,3099.0,794.8462472907613,3.3290198344001523,3202.1663246680605,12808.665298672242,9216.615010836955,3179.3849891630452,34.49623300338252,2024-03-16,2024,3,11,Saturday,9
2024-03-16 12:00:00,"Lenovo LOQ 15IAX9 15.6"" FHD IPS | i5-12450HX | RTX 2050 | 8GB Ram | 512GB NVMe | Windows 11 Home",Lenovo,LOQ,Intel core I5-12450HX,RTX 2050,8 GB,2,1640.186774380867,2169.0,528.8132256191329,8.795585311974417,2359.776245416725,4719.55249083345,3280.373548761734,1057.6264512382659,32.2410370501096,2024-03-16,2024,3,11,Saturday,12
2024-03-17 18:09:00,MSI THIN 15 B13UCX FHD | INTEL CORE I5-13420H | RTX 2050 | 8 GB | 512 SSD,MSI,THIN,Intel core I5-13420H,RTX 2050,8 GB,2,1403.1105815544518,2075.0,671.8894184455482,4.370861069626263,2165.695367194745,4331.39073438949,2806.2211631089035,1343.7788368910965,47.88570674887136,2024-03-17,2024,3,11,Sunday,18
2024-03-17 09:16:00,"MSI Thin 15 B13UDX-3257XFR | FHD 15.6"" IPS | Intel i7-13620H | RTX 3050 | 32GB Ram | 512 GB NVMe",MSI,Thin,Intel core i7-13620H,RTX 3050,32 GB,2,1987.6398653382998,3017.0,1029.3601346617002,1.4180537144799796,3059.782680565861,6119.565361131722,3975.2797306765997,2058.7202693234003,51.78806043349816,2024-03-17,2024,3,11,Sunday,9
2024-03-17 19:26:00,"MSI Thin 15 B13UDX-3257XFR | FHD 15.6"" IPS | Intel i7-13620H | RTX 3050 | 16GB Ram | 512 GB NVMe",MSI,Thin,Intel core i7-13620H,RTX 3050,16 GB,1,1986.8559317360969,2927.0,940.1440682639031,8.066583652537123,3163.1089035097616,3163.1089035097616,1986.8559317360969,940.1440682639031,47.31818010792628,2024-03-17,2024,3,11,Sunday,19
2024-03-17 21:03:00,"Lenovo LOQ 15IAX9 15.6"" FHD IPS | i5-12450HX | RTX 2050 | 8GB Ram | 512GB NVMe | Windows 11 Home",Lenovo,LOQ,Intel core I5-12450HX,RTX 2050,8 GB,1,1640.186774380867,2169.0,528.8132256191329,8.795585311974417,2359.776245416725,2359.776245416725,1640.186774380867,528.8132256191329,32.2410370501096,2024-03-17,2024,3,11,Sunday,21
2024-03-18 09:05:00,ASUS V16 V3607VJ-RP109 | Intel 7 240H | RTX 3050 | 8 GB | 512 GB SSD,ASUS,V16,Intel Ultra core 7 240H,RTX 3050,8 GB,2,1595.3999999999999,2659.0,1063.6000000000001,5.628109945722504,2808.6514434567616,5617.302886913523,3190.7999999999997,2127.2000000000003,66.66666666666669,2024-03-18,2024,3,12,Monday,9
2024-03-18 16:24:00,Pc portable HP Victus 15-fa1007nk | i5-13420H | 32GB RAM | RTX 2050 | 512 GB NVMe,HP,Victus,Intel core I5-13420H,RTX 2050,32 GB,1,1487.0468851819567,2279.0,791.9531148180433,6.41003510568888,2425.0847000586496,2425.0847000586496,1487.0468851819567,791.9531148180433,53.25676834467389,2024-03-18,2024,3,12,Monday,16
2024-03-18 12:12:00,"MSI Thin 15 B13UDX-3258XFR FHD 15.6"" IPS | Intel i5-13420H | RTX 3050 | 16GB Ram | 512 GB NVMe",MSI,Thin,Intel core I5-13420H,RTX 3050,16 GB,1,1678.3797487576808,2455.0,776.6202512423192,8.491983767203795,2663.478201484853,2663.478201484853,1678.3797487576808,776.6202512423192,46.272022277268626,2024-03-18,2024,3,12,Monday,12
2024-03-18 18:03:00,Gigabyte G6 MF-H2FR854KH | Intel Core i7-13620H | RTX 4050 | 16GB Ram | 1TB NVMe,GIGABYTE,G6,Intel core i7-13620H,RTX 4050,16 GB,1,2096.4765883785094,3059.0,962.5234116214906,6.467903667112945,3256.853173176985,3256.853173176985,2096.4765883785094,962.5234116214906,45.91147914348716,2024-03-18,2024,3,12,Monday,18
2024-03-18 13:45:00,ASUS V16 V3607VJ-RP109 | Intel 7 240H | RTX 3050 | 16 GB | 512 GB SSD,ASUS,V16,Intel Ultra core 7 240H,RTX 3050,16 GB,5,1953.4408366196935,2729.0,775.5591633803065,9.539969835279999,2989.3457768047915,14946.728884023958,9767.204183098467,3877.7958169015324,39.702208986393615,2024-03-18,2024,3,12,Monday,13
2024-03-19 19:57:00,ASUS V16 V3607VJ-RP086 | Intel 5-210H | RTX 3050 | 32 GB | 512 GB SSD,ASUS,V16,Intel Ultra core 5 210H,RTX 3050,32 GB,1,1796.9740421151503,2595.0,798.0259578848497,6.506676052501415,2763.848243562412,2763.848243562412,1796.9740421151503,798.0259578848497,44.40943158786665,2024-03-19,2024,3,12,Tuesday,19
2024-03-19 10:59:00,Pc portable HP Victus 15-fa1007nk | i5-13420H | 24GB RAM | RTX 2050 | 512 GB NVMe,HP,Victus,Intel core I5-13420H,RTX 2050,24 GB,5,1396.5864937385597,2229.0,832.4135062614403,1.5227525095137953,2262.9421534370626,11314.710767185314,6982.9324686927985,4162.0675313072015,59.60343380044657,2024-03-19,2024,3,12,Tuesday,10
2024-03-19 08:48:00,MSI CYBORG 15 A13VE FHD | i5-13420H | RTX 4050 | 8GB RAM | SSD 512 GB,MSI,CYBORG,Intel core I5-13420H,RTX 4050,8 GB,1,1831.188912122444,2959.0,1127.811087877556,6.331731119758382,3146.35592383365,3146.35592383365,1831.188912122444,1127.811087877556,61.589008125347576,2024-03-19,2024,3,12,Tuesday,8
2024-03-19 10:43:00,"ASUS V16 V3607VU-RP196W | 16"" WUXGA, 144H | Intel Core 5 210H | RTX 4050 | 32GB Ram | 512GB",ASUS,V16,Intel Ultra core 5 210H,RTX 4050,512 GB,1,2004.1603828114107,3059.0,1054.8396171885893,2.5347171131856236,3136.5369964923484,3136.5369964923484,2004.1603828114107,1054.8396171885893,52.63249519526345,2024-03-19,2024,3,12,Tuesday,10
2024-03-19 18:34:00,ASUS V16 V3607VU-RP209 | Intel 5 210H | RTX 4050 | 16 GB | 512 GB SSD,ASUS,V16,Intel Ultra core 5 210H,RTX 4050,16 GB,2,2109.4288422484524,2969.0,859.5711577515476,1.8790490260574548,3024.7889655836457,6049.577931167291,4218.857684496905,1719.1423155030952,40.74899994423731,2024-03-19,2024,3,12,Tuesday,18
2024-03-19 09:45:00,"Lenovo LOQ 15IAX9 15.6"" FHD IPS | i5-12450HX | RTX 2050 | 8GB Ram | 512GB NVMe | Windows 11 Home",Lenovo,LOQ,Intel core I5-12450HX,RTX 2050,8 GB,2,1640.186774380867,2169.0,528.8132256191329,8.795585311974417,2359.776245416725,4719.55249083345,3280.373548761734,1057.6264512382659,32.2410370501096,2024-03-19,2024,3,12,Tuesday,9
2024-03-19 12:25:00,Pc portable HP Victus 15-fa1007nk | i5-13420H | 32GB RAM | RTX 2050 | 512 GB NVMe,HP,Victus,Intel core I5-13420H,RTX 2050,32 GB,3,1487.0468851819567,2279.0,791.9531148180433,6.41003510568888,2425.0847000586496,7275.254100175949,4461.14065554587,2375.85934445413,53.25676834467389,2024-03-19,2024,3,12,Tuesday,12
2024-03-19 13:27:00,"Lenovo LOQ 15IAX9 15.6"" FHD IPS | i5-12450HX | RTX 2050 | 8GB Ram | 512GB NVMe | Windows 11 Home",Lenovo,LOQ,Intel core I5-12450HX,RTX 2050,8 GB,2,1640.186774380867,2169.0,528.8132256191329,8.795585311974417,2359.776245416725,4719.55249083345,3280.373548761734,1057.6264512382659,32.2410370501096,2024-03-19,2024,3,12,Tuesday,13
2024-03-20 19:35:00,ASUS V16 V3607VJ-RP109 | Intel 7 240H | RTX 3050 | 16 GB | 512 GB SSD,ASUS,V16,Intel Ultra core 7 240H,RTX 3050,16 GB,5,1953.4408366196935,2729.0,775.5591633803065,9.539969835279999,2989.3457768047915,14946.728884023958,9767.204183098467,3877.7958169015324,39.702208986393615,2024-03-20,2024,3,12,Wednesday,19
2024-03-20 14:05:00,"MSI Thin 15 B13UDX-3258XFR FHD 15.6"" IPS | Intel i5-13420H | RTX 3050 | 32GB Ram | 512 GB NVMe",MSI,Thin,Intel core I5-13420H,RTX 3050,32 GB,3,1715.2070150238956,2535.0,819.7929849761044,2.636424704863906,2601.8333662683003,7805.500098804901,5145.621045071686,2459.3789549283133,47.79557090166655,2024-03-20,2024,3,12,Wednesday,14
2024-03-21 11:10:00,"MSI Thin 15 B13UDX-3258XFR FHD 15.6"" IPS | Intel i5-13420H | RTX 3050 | 32GB Ram | 512 GB NVMe",MSI,Thin,Intel core I5-13420H,RTX 3050,32 GB,1,1715.2070150238956,2535.0,819.7929849761044,2.636424704863906,2601.8333662683003,2601.8333662683003,1715.2070150238956,819.7929849761044,47.79557090166655,2024-03-21,2024,3,12,Thursday,11
2024-03-21 12:12:00,"MSI Thin 15 B13UDX-3258XFR FHD 15.6"" IPS | Intel i5-13420H | RTX 3050 | 32GB Ram | 512 GB NVMe",MSI,Thin,Intel core I5-13420H,RTX 3050,32 GB,4,1715.2070150238956,2535.0,819.7929849761044,2.636424704863906,2601.8333662683003,10407.333465073201,6860.828060095582,3279.1719399044177,47.79557090166655,2024-03-21,2024,3,12,Thursday,12
2024-03-21 09:13:00,Msi Thin 15 B13UCX FHD | Intel Core i7-13620H | RTX 2050 | 32 GB | 512 SSD,MSI,Thin,Intel core i7-13620H,RTX 2050,32 GB,3,1791.6988278584247,2539.0,747.3011721415753,2.2554447458683766,2596.2657420975984,7788.797226292795,5375.096483575274,2241.903516424726,41.709084167611294,2024-03-21,2024,3,12,Thursday,9
2024-03-21 11:45:00,MSI THIN 15 B13UCX FHD | INTEL CORE I5-13420H | RTX 2050 | 24 GB | 512 SSD + Sac A dos,MSI,THIN,Intel core I5-13420H,RTX 2050,24 GB,5,1453.5505081218794,2169.0,715.4494918781206,6.387926357773329,2307.5541227001036,11537.770613500517,7267.752540609397,3577.247459390603,49.22082087140866,2024-03-21,2024,3,12,Thursday,11
2024-03-21 19:34:00,"ASUS V16 V3607VU-RP196W | 16"" WUXGA, 144H | Intel Core 5 210H | RTX 4050 | 24GB Ram | 512GB",ASUS,V16,Intel Ultra core 5 210H,RTX 4050,512 GB,5,1948.7469282033078,2969.0,1020.2530717966922,2.7970640394252375,3052.044831330535,15260.224156652675,9743.73464101654,5101.265358983461,52.35431327849933,2024-03-21,2024,3,12,Thursday,19
2024-03-21 11:29:00,"Lenovo LOQ 15IAX9 15.6"" FHD IPS | i5-12450HX | RTX 2050 | 8GB Ram | 512GB NVMe | Windows 11 Home",Lenovo,LOQ,Intel core I5-12450HX,RTX 2050,8 GB,2,1640.186774380867,2169.0,528.8132256191329,8.795585311974417,2359.776245416725,4719.55249083345,3280.373548761734,1057.6264512382659,32.2410370501096,2024-03-21,2024,3,12,Thursday,11
2024-03-22 17:38:00,Gigabyte G6 MF-H2FR854KH | Intel Core i7-13620H | RTX 4050 | 16GB Ram | 1TB NVMe,GIGABYTE,G6,Intel core i7-13620H,RTX 4050,16 GB,4,2096.4765883785094,3059.0,962.5234116214906,6.467903667112945,3256.853173176985,13027.41269270794,8385.906353514038,3850.0936464859624,45.91147914348716,2024-03-22,2024,3,12,Friday,17
2024-03-22 17:41:00,"MSI Thin 15 B13UDX-3258XFR FHD 15.6"" IPS | Intel i5-13420H | RTX 3050 | 16GB Ram | 512 GB NVMe",MSI,Thin,Intel core I5-13420H,RTX 3050,16 GB,1,1678.3797487576808,2455.0,776.6202512423192,8.491983767203795,2663.478201484853,2663.478201484853,1678.3797487576808,776.6202512423192,46.272022277268626,2024-03-22,2024,3,12,Friday,17
2024-03-22 11:53:00,ASUS V16 V3607VU-RP209 | Intel 5 210H | RTX 4050 | 8 GB | 512 GB SSD,ASUS,V16,Intel Ultra core 5 210H,RTX 4050,8 GB,4,2062.471447478845,2899.0,836.5285525211548,8.275576133048151,3138.9089520970656,12555.635808388262,8249.88578991538,3346.114210084619,40.55952161392213,2024-03-22,2024,3,12,Friday,11
2024-03-22 19:55:00,Pc portable HP Victus 15-fa1007nk | i5-13420H | 24GB RAM | RTX 2050 | 512 GB NVMe,HP,Victus,Intel core I5-13420H,RTX 2050,24 GB,1,1396.5864937385597,2229.0,832.4135062614403,1.5227525095137953,2262.9421534370626,2262.9421534370626,1396.5864937385597,832.4135062614403,59.60343380044657,2024-03-22,2024,3,12,Friday,19
2024-03-23 13:27:00,Msi Thin 15 B13UCX FHD | Intel Core i7-13620H | RTX 2050 | 32 GB | 512 SSD,MSI,Thin,Intel core i7-13620H,RTX 2050,32 GB,5,1791.6988278584247,2539.0,747.3011721415753,2.2554447458683766,2596.2657420975984,12981.328710487993,8958.494139292123,3736.5058607078763,41.709084167611294,2024-03-23,2024,3,12,Saturday,13
2024-03-23 16:14:00,Pc portable HP Victus 15-fa1007nk | i5-13420H | 32GB RAM | RTX 2050 | 512 GB NVMe,HP,Victus,Intel core I5-13420H,RTX 2050,32 GB,2,1487.0468851819567,2279.0,791.9531148180433,6.41003510568888,2425.0847000586496,4850.169400117299,2974.0937703639133,1583.9062296360867,53.25676834467389,2024-03-23,2024,3,12,Saturday,16
2024-03-24 19:38:00,Msi Thin 15 B13UCX FHD | Intel Core i7-13620H | RTX 2050 | 16 GB | 512 SSD,MSI,Thin,Intel core i7-13620H,RTX 2050,16 GB,4,1715.7522303139986,2425.0,709.2477696860014,4.887505167779041,2543.522000318642,10174.088001274567,6863.008921255994,2836.991078744006,41.33742373490621,2024-03-24,2024,3,12,Sunday,19
2024-03-24 09:18:00,"Lenovo LOQ 15IAX9 15.6"" FHD IPS | i5-12450HX | RTX 2050 | 16GB Ram | 512GB NVMe | Windows 11 Home",Lenovo,LOQ,Intel core I5-12450HX,RTX 2050,16 GB,1,1380.1532231087006,2249.0,868.8467768912994,7.372653200164409,2414.8109704716976,2414.8109704716976,1380.1532231087006,868.8467768912994,62.95292162809877,2024-03-24,2024,3,12,Sunday,9
2024-03-24 08:54:00,ASUS V16 V3607VU-RP209 | Intel 5 210H | RTX 4050 | 8 GB | 512 GB SSD,ASUS,V16,Intel Ultra core 5 210H,RTX 4050,8 GB,2,2062.471447478845,2899.0,836.5285525211548,8.275576133048151,3138.9089520970656,6277.817904194131,4124.94289495769,1673.0571050423096,40.55952161392213,2024-03-24,2024,3,12,Sunday,8
2024-03-24 10:43:00,Pc portable HP Victus 15-fa1007nk | i5-13420H | 16GB RAM | RTX 2050 | 512 GB NVMe,HP,Victus,Intel core I5-13420H,RTX 2050,16 GB,1,1634.872786348441,2195.0,560.127213651559,2.4041677639819286,2247.7714824194036,2247.7714824194036,1634.872786348441,560.127213651559,34.26121092287721,2024-03-24,2024,3,12,Sunday,10
2024-03-24 14:20:00,ASUS V16 V3607VJ-RP109 | Intel 7 240H | RTX 3050 | 16 GB | 512 GB SSD,ASUS,V16,Intel Ultra core 7 240H,RTX 3050,16 GB,1,1953.4408366196935,2729.0,775.5591633803065,9.539969835279999,2989.3457768047915,2989.3457768047915,1953.4408366196935,775.5591633803065,39.702208986393615,2024-03-24,2024,3,12,Sunday,14
2024-03-24 10:27:00,"DELL G15 5530 | 15.6"" | i5- 13450HX | RTX 3050 | 16GB RAM | 512GB SSD",DELL,G15,Intel core i5- 13450HX,RTX 3050,16 GB,5,1817.1643462271322,2459.0,641.8356537728678,3.7381801866358395,2550.921850789375,12754.609253946875,9085.82173113566,3209.178268864339,35.32072677440938,2024-03-24,2024,3,12,Sunday,10
2024-03-24 17:08:00,Pc portable HP Victus 15-fa1007nk | i5-13420H | 24GB RAM | RTX 2050 | 512 GB NVMe,HP,Victus,Intel core I5-13420H,RTX 2050,24 GB,3,1396.5864937385597,2229.0,832.4135062614403,1.5227525095137953,2262.9421534370626,6788.8264603111875,4189.759481215679,2497.2405187843206,59.60343380044657,2024-03-24,2024,3,12,Sunday,17
2024-03-25 08:10:00,MSI CYBORG 15 A13VE FHD | i5-13420H | RTX 4050 | 32GB RAM | SSD 512 GB,MSI,CYBORG,Intel core I5-13420H,RTX 4050,32 GB,1,2400.781976246307,3250.0,849.2180237536932,7.158097238609412,3482.638160254806,3482.638160254806,2400.781976246307,849.2180237536932,35.37255911432118,2024-03-25,2024,3,13,Monday,8
2024-03-25 21:18:00,MSI CYBORG 15 A13VE FHD | i5-13420H | RTX 4050 | 32GB RAM | SSD 512 GB,MSI,CYBORG,Intel core I5-13420H,RTX 4050,32 GB,4,2400.781976246307,3250.0,849.2180237536932,7.158097238609412,3482.638160254806,13930.552641019223,9603.127904985227,3396.8720950147726,35.37255911432118,2024-03-25,2024,3,13,Monday,21
2024-03-25 13:41:00,MSI THIN 15 B13UCX FHD | INTEL CORE I5-13420H | RTX 2050 | 24 GB | 512 SSD + Sac A dos,MSI,THIN,Intel core I5-13420H,RTX 2050,24 GB,2,1453.5505081218794,2169.0,715.4494918781206,6.387926357773329,2307.5541227001036,4615.108245400207,2907.1010162437587,1430.8989837562413,49.22082087140866,2024-03-25,2024,3,13,Monday,13
2024-03-25 21:35:00,"ASUS V16 V3607VU-RP196W | 16"" WUXGA, 144H | Intel Core 5 210H | RTX 4050 | 32GB Ram | 512GB",ASUS,V16,Intel Ultra core 5 210H,RTX 4050,512 GB,5,2004.1603828114107,3059.0,1054.8396171885893,2.5347171131856236,3136.5369964923484,15682.684982461742,10020.801914057054,5274.198085942946,52.63249519526345,2024-03-25,2024,3,13,Monday,21
2024-03-25 08:35:00,MSI CYBORG 15 | Intel Core i5-13420H | RTX 4060 (8 GB) | 16 GB RAM | 512 GB SSD,MSI,CYBORG,Intel core I5-13420H,RTX 4060,16 GB,5,2361.465515993267,3289.0,927.5344840067328,4.961372443656412,3452.17953967186,17260.8976983593,11807.327579966335,4637.672420033664,39.27791778981782,2024-03-25,2024,3,13,Monday,8
2024-03-25 15:32:00,Pc portable HP Victus 15-fa1007nk | i5-13420H | 8GB RAM | RTX 2050 | 512 GB NVMe,HP,Victus,Intel core I5-13420H,RTX 2050,8 GB,1,1481.5649755255695,2149.0,667.4350244744305,7.587945476302646,2312.064948285744,2312.064948285744,1481.5649755255695,667.4350244744305,45.04932524053932,2024-03-25,2024,3,13,Monday,15
2024-03-26 12:43:00,MSI THIN 15 B13UCX FHD | INTEL CORE I5-13420H | RTX 2050 | 16 GB | 512 SSD + Sac A dos,MSI,THIN,Intel core I5-13420H,RTX 2050,16 GB,4,1351.525257978971,2129.0,777.474742021029,9.556428757689245,2332.4563682512044,9329.825473004817,5406.101031915884,3109.898968084116,57.525727871607856,2024-03-26,2024,3,13,Tuesday,12
2024-03-26 15:37:00,"ASUS V16 V3607VU-RP196W | 16"" WUXGA, 144H | Intel Core 5 210H | RTX 4050 | 24GB Ram | 512GB",ASUS,V16,Intel Ultra core 5 210H,RTX 4050,512 GB,5,1948.7469282033078,2969.0,1020.2530717966922,2.7970640394252375,3052.044831330535,15260.224156652675,9743.73464101654,5101.265358983461,52.35431327849933,2024-03-26,2024,3,13,Tuesday,15
2024-03-27 13:16:00,"ASUS V16 V3607VU-RP246 | 16"" FHD | Intel 7 240H | RTX 4050 | 16 GB | 512 GB SSD |",ASUS,V16,Intel Ultra core 7 240H,RTX 4050,16 GB,2,2433.734985683139,3179.0,745.2650143168612,9.18388361870904,3470.95566023876,6941.91132047752,4867.469971366278,1490.5300286337224,30.622274762905977,2024-03-27,2024,3,13,Wednesday,13
2024-03-27 14:29:00,ASUS TUF F17 TUF707ZC4-HX112W | Intel i5-12500H | RTX 3050 | 8 GB | 512 GB SSD,ASUS,TUF,Intel core I5-12500H,RTX 3050,8 GB,2,2166.765273347905,2799.0,632.2347266520951,9.690688297671034,3070.2423654518125,6140.484730903625,4333.53054669581,1264.4694533041902,29.17873636008661,2024-03-27,2024,3,13,Wednesday,14
